Pay Item,Pay Item (Normalized),Description,Unit,Trade,Category,Division,Part,Item,Sources
"A.1.1 (5)","A.1.1 (5)","Construction of Living Quarters for the Engineer Provision of Combined Field Office, Laboratory and Living","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (6)","A.1.1 (6)","Quarters Building for the Engineer (Rental Basis) Provision of Combined Field Office and Laboratory Building","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (7)","A.1.1 (7)","for the Engineer (Rental Basis)","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (8)","A.1.1 (8)","Provision of Field Office for the Engineer (Rental Basis)","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (9)","A.1.1 (9)","Provision of Laboratory for the Engineer (Rental Basis)","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (10)","A.1.1 (10)","Provision of Living Quarters for the Engineer (Rental Basis) Provision of Furniture/Fixtures, Equipment & Appliances for","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (11)","A.1.1 (11)","the Field Office for the Engineer Provision of Furniture/Fixtures, Equipment & Appliances for","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (12)","A.1.1 (12)","Laboratory Building for the Engineer Page 1 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS Provision of Furniture/Fixtures & Appliances for the Living","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (13)","A.1.1 (13)","Quarters for the Engineer Provision of Laboratory Testing Equipment, Apparatus and","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (14)","A.1.1 (14)","Publications for the Engineer Operation & Maintenance of Temporary Field Office,","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (15)","A.1.1 (15)","Laboratory and Living Quarters Building for the Engineer","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (16)","A.1.1 (16)","Operation & Maintenance of Field Office for the Engineer Operation & Maintenance of Laboratory Building for the","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (17)","A.1.1 (17)","Engineer","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (18)","A.1.1 (18)","Operation & Maintenance of Living Quarters for the Engineer Construction of Combined Field Office and Living Quarters","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (19)","A.1.1 (19)","Building for the Engineer Provision of Combined Field Office and Living Quarters","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (20)","A.1.1 (20)","Building for the Engineer (Rental Basis) Provision of Furniture/Fixtures, Equipment & Appliances for","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (21)","A.1.1 (21)","the Field Office for the Engineer (Rental Basis) Provision of Furniture/Fixtures, Equipment & Appliances for","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (22)","A.1.1 (22)","Laboratory Building for the Engineer (Rental Basis) Provision of Furniture/Fixtures & Appliances for the Living","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (23)","A.1.1 (23)","Quarters for the Engineer (Rental Basis) Provision of Laboratory Testing Equipment, Apparatus and","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.1 (24)","A.1.1 (24)","Publications for the Engineer (Rental Basis)","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (1)","A.1.2 (1)","Provision of 4x4 Pickup Type Service Vehicle for the Engineer Provision of 4x4 Pickup Type Service Vehicle for the Engineer","Unit","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (2)","A.1.2 (2)","Vehicle on (Rental Basis)","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (3)","A.1.2 (3)","Provision of 4x2 Pickup Type Service Vehicle for the Engineer Provision of 4x2 Pickup Type Service Vehicle for the Engineer","Unit","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (4)","A.1.2 (4)","Vehicle on (Rental Basis) Page 2 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS Operation and Maintenance of 4x4 Pickup Type Service","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (5)","A.1.2 (5)","Vehicle Vehicle for the Engineer Operation and Maintenance of 4x2 Pickup Type Service","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (6)","A.1.2 (6)","Vehicle Vehicle for the Engineer","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (7)","A.1.2 (7)","Provision of Passenger Van","Unit","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (8)","A.1.2 (8)","Provision of Passenger Van (Rental Basis) Vehicle","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (9)","A.1.2 (9)","Operation and Maintenance of Passenger Van Vehicle","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (10)","A.1.2 (10)","Provision of Motorized Banca for the Engineer","Unit","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (11)","A.1.2 (11)","Provision of Motorized Banca for the Engineer (Rental Basis) Vehicle Operation and Maintenance of Motorized Banca for the","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (12)","A.1.2 (12)","Vehicle Engineer","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (13)","A.1.2 (13)","Provision of Motorized Boat/Seacraft for the Engineer Provision of Motorized Boat/Seacraft for the Engineer (Rental","Unit","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (14)","A.1.2 (14)","Vehicle Basis) Operation and Maintenance of Motorized Boat/Seacraft for","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (15)","A.1.2 (15)","Vehicle the Engineer","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (16)","A.1.2 (16)","Provision of Mini Bus for the Engineer","Unit","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (17)","A.1.2 (17)","Provision of Mini Bus for the Engineer (Rental Basis) Vehicle","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (18)","A.1.2 (18)","Operation and Maintenance of Mini Bus for the Engineer Vehicle","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (19)","A.1.2 (19)","Provision of Motorcycle for the Engineer","Unit","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (20)","A.1.2 (20)","Provision of Motorcycle for the Engineer (Rental Basis) Vehicle Page 3 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.2 (21)","A.1.2 (21)","Operation and Maintenance of Motorcycle for the Engineer Vehicle Provision of Field Office Staff for the Assistance to the","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.3 (1)","A.1.3 (1)","Engineer Provision of Survey Equipment for the Assistance to the","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.3 (2)","A.1.3 (2)","Engineer Provision of Survey Personnel for the Assistance to the","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.3 (3)","A.1.3 (3)","Engineer Provision of Laboratory Personnel for the Assistance to the","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.3 (4)","A.1.3 (4)","Engineer Provision of Survey Equipment for the Assistance to the","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.3 (5)","A.1.3 (5)","Engineer (Rental Basis)","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.4 (1)","A.1.4 (1)","Provision of Progress Photographs","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.4 (2)","A.1.4 (2)","Provision of Video Recording Equipment","Set","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.4 (3)","A.1.4 (3)","Provision of Progress Videos","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.4 (4)","A.1.4 (4)","Provision of Documentary Video Provision of Communication Facility/Equipment for the","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.5 (1)","A.1.5 (1)","Engineer Operation and Maintenance of Communication","Lump Sum","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.5 (2)","A.1.5 (2)","Facility/Equipment for the Engineer Provision of Communication Facility/Equipment for the","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"A.1.5 (3)","A.1.5 (3)","Engineer Page 4","Month","General Requirements","Engineer Requirements","","","","BuildingEstimate"
"900 (1) a","900 (1)A","Structural Concrete 3000 psi Class A 7 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) b","900 (1)B","Structural Concrete 3000 psi Class A 14 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) c","900 (1)C","Structural Concrete 3000 psi Class A 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) d","900 (1)D","Structural Concrete 4000 psi Class A 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) e","900 (1)E","Structural Concrete 5000 psi Class A 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) f","900 (1)F","Structural Concrete 6000 psi Class A 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) g","900 (1)G","Structural Concrete Class A 7 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) h","900 (1)H","Structural Concrete Class A 14 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (1) i","900 (1)I","Structural Concrete Class A 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (2) a","900 (2)A","Structural Concrete Class B 7 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (2) b","900 (2)B","Structural Concrete Class B 14 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (2) c","900 (2)C","Structural Concrete Class B 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (3) a","900 (3)A","Structural Concrete Class C 7 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (3) b","900 (3)B","Structural Concrete Class C 14 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (3) c","900 (3)C","Structural Concrete Class C 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (4) a","900 (4)A","Structural Concrete Class P 7 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (4) b","900 (4)B","Structural Concrete Class P 14 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (4) c","900 (4)C","Structural Concrete Class P 28 days","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (5)","900 (5)","Seal Concrete","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"900 (6)","900 (6)","Reinforced Concrete Page 1 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 900 � STRUCTURAL CONCRETE","BuildingEstimate, Cost-Estimate"
"901 (1)","901 (1)","Lean Concrete","Cubic Meter","Concrete","Concrete Works","DIVISION I - GENERAL","PART D","ITEM 901 � LEAN CONCRETE","BuildingEstimate, Cost-Estimate"
"902 (1) a1","902 (1)A1","Reinforcing Steel (Deformed) Grade 40","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"902 (1) a2","902 (1)A2","Reinforcing Steel (Deformed) Grade 60","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"902 (1) a3","902 (1)A3","Reinforcing Steel (Deformed) Grade 80","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"902 (1) b","902 (1)B","Reinforcing Steel (Plain/Round)","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"902 (2) a1","902 (2)A1","Epoxy-Coated Reinforcing Steel (Deformed) Grade 40","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"902 (2) a2","902 (2)A2","Epoxy-Coated Reinforcing Steel (Deformed) Grade 60","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"902 (2) a3","902 (2)A3","Epoxy-Coated Reinforcing Steel (Deformed) Grade 80","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"902 (2) b","902 (2)B","Epoxy-Coated Reinforcing Steel (Plain/Round)","Kilogram","Rebar","Reinforcing Steel","DIVISION I - GENERAL","PART D","ITEM 902 - REINFORCING STEEL","BuildingEstimate, Cost-Estimate"
"903 (1)","903 (1)","Formworks and Falseworks","Lump Sum","Formwork","Formwork and Falseworks","DIVISION I - GENERAL","PART D","ITEM 903 � FORMWORKS AND FALSEWORKS","BuildingEstimate, Cost-Estimate"
"903 (2)","903 (2)","Formworks and Falseworks","Square Meter","Formwork","Formwork and Falseworks","DIVISION I - GENERAL","PART D","ITEM 903 � FORMWORKS AND FALSEWORKS","BuildingEstimate, Cost-Estimate"
"904 (1) a","904 (1)A","Precast Prestressed Concrete Floor Joist 2 Strands Page 2 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Linear Meter","Concrete","Precast Concrete","DIVISION I - GENERAL","PART D","ITEM 904 � PRECAST PRESTRESSED CONCRETE FLOOR JOIST","BuildingEstimate, Cost-Estimate"
"904 (1) b","904 (1)B","Precast Prestressed Concrete Floor Joist 3 Strands","Linear Meter","Concrete","Precast Concrete","DIVISION I - GENERAL","PART D","ITEM 904 � PRECAST PRESTRESSED CONCRETE FLOOR JOIST","BuildingEstimate, Cost-Estimate"
"904 (1) c","904 (1)C","Precast Prestressed Concrete Floor Joist 4 Strands Page 3","Linear Meter","Concrete","Precast Concrete","DIVISION I - GENERAL","PART D","ITEM 904 � PRECAST PRESTRESSED CONCRETE FLOOR JOIST","BuildingEstimate, Cost-Estimate"
"1000 (1)","1000 (1)","Soil Poisoning","Liter","Plumbing","Termite Control","DIVISION I - GENERAL","PART D","ITEM 904 � PRECAST PRESTRESSED CONCRETE FLOOR JOIST","BuildingEstimate, Cost-Estimate"
"1000 (2)","1000 (2)","Wood Preservative","Liter","Plumbing","Termite Control","DIVISION I - GENERAL","PART D","ITEM 904 � PRECAST PRESTRESSED CONCRETE FLOOR JOIST","BuildingEstimate, Cost-Estimate"
"1000 (3)","1000 (3)","Powder Termicide","Kilogram","Plumbing","Termite Control","DIVISION I - GENERAL","PART D","ITEM 904 � PRECAST PRESTRESSED CONCRETE FLOOR JOIST","BuildingEstimate, Cost-Estimate"
"1001 (1) a1","1001 (1)A1","Pipe and Fittings 50 mm dia. PVC Series 600","Meter","Plumbing","Drainage and Sewer","DIVISION II - BUILDING","PART E","ITEM 1001 � STORM DRAINAGE AND SEWERAGE SYSTEM","BuildingEstimate, Cost-Estimate"
"1001 (1) a2","1001 (1)A2","Pipe and Fittings 75 mm dia. PVC Series 600","Meter","Plumbing","Drainage and Sewer","DIVISION II - BUILDING","PART E","ITEM 1001 � STORM DRAINAGE AND SEWERAGE SYSTEM","BuildingEstimate, Cost-Estimate"
"1001 (1) a3","1001 (1)A3","Pipe and Fittings 100 mm dia. PVC Series 600","Meter","Plumbing","Drainage and Sewer","DIVISION II - BUILDING","PART E","ITEM 1001 � STORM DRAINAGE AND SEWERAGE SYSTEM","BuildingEstimate, Cost-Estimate"
"1001 (1) a4","1001 (1)A4","Pipe and Fittings 150 mm dia. PVC Series 600","Meter","Plumbing","Drainage and Sewer","DIVISION II - BUILDING","PART E","ITEM 1001 � STORM DRAINAGE AND SEWERAGE SYSTEM","BuildingEstimate, Cost-Estimate"
"1001 (1) b1","1001 (1)B1","Pipe and Fittings 50 mm dia. PVC Series 1000","Meter","Plumbing","Drainage and Sewer","DIVISION II - BUILDING","PART E","ITEM 1001 � STORM DRAINAGE AND SEWERAGE SYSTEM","BuildingEstimate, Cost-Estimate"
"1001 (1) b2","1001 (1)B2","Pipe and Fittings 75 mm dia. PVC Series 1000","Meter","Plumbing","Drainage and Sewer","DIVISION II - BUILDING","PART E","ITEM 1001 � STORM DRAINAGE AND SEWERAGE SYSTEM","BuildingEstimate, Cost-Estimate"
